text,category
Rs.2898.06 Dr. from A/C XXXXXXXX and Cr. to CLINIC VISIT. Ref:524016567494. AvlBal:Rs10293.67.,Health
Rs.1983.3 Dr. from A/C XXXXXXXX and Cr. to NILGIRIS. Ref:548758754349. AvlBal:Rs21632.39.,Groceries
Rs.3984.48 Dr. from A/C XXXXXXXX and Cr. to INVESTMENT. Ref:374958375339. AvlBal:Rs27886.22.,Investment
Rs.1210.67 Dr. from A/C XXXXXXXX and Cr. to SPENCERS. Ref:927907157589. AvlBal:Rs37385.0.,Groceries
Rs.805.63 Dr. from A/C XXXXXXXX and Cr. to PAYMENT. Ref:640231939324. AvlBal:Rs18586.37.,Other
Rs.2353.18 Dr. from A/C XXXXXXXX and Cr. to COLLEGE FEES. Ref:701748257267. AvlBal:Rs47535.25.,Education
Rs.4609.26 Dr. from A/C XXXXXXXX and Cr. to YOUTUBE PREMIUM. Ref:327272186494. AvlBal:Rs29272.03.,Entertainment
Rs.2123.48 Dr. from A/C XXXXXXXX and Cr. to ONLINE COURSE. Ref:148441203847. AvlBal:Rs9240.3.,Education
Rs.4979.02 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:528573579374. AvlBal:Rs11513.54.,Other
Rs.455.98 Dr. from A/C XXXXXXXX and Cr. to ANGEL ONE. Ref:908461366913. AvlBal:Rs14957.46.,Investment
Rs.4686.4 Dr. from A/C XXXXXXXX and Cr. to ZEE5. Ref:971171715266. AvlBal:Rs21916.0.,Entertainment
Rs.4162.82 Dr. from A/C XXXXXXXX and Cr. to SONY LIV. Ref:649569161601. AvlBal:Rs21254.13.,Entertainment
Rs.4722.09 Dr. from A/C XXXXXXXX and Cr. to UNACADEMY. Ref:678189580257. AvlBal:Rs16192.42.,Education
Rs.4369.23 Dr. from A/C XXXXXXXX and Cr. to INDIAN OIL. Ref:953888216783. AvlBal:Rs23667.95.,Transport
Rs.2177.83 Dr. from A/C XXXXXXXX and Cr. to YULU. Ref:611120523639. AvlBal:Rs7648.01.,Transport
Rs.1939.73 Dr. from A/C XXXXXXXX and Cr. to CLINIC VISIT. Ref:654973406923. AvlBal:Rs43447.56.,Health
Rs.930.43 Dr. from A/C XXXXXXXX and Cr. to AIIMS. Ref:938870433037. AvlBal:Rs44656.6.,Health
Rs.2500.2 Dr. from A/C XXXXXXXX and Cr. to SUN NXT. Ref:806853929523. AvlBal:Rs18756.22.,Entertainment
Rs.873.09 Dr. from A/C XXXXXXXX and Cr. to ONLINE COURSE. Ref:922099709768. AvlBal:Rs47499.19.,Education
Rs.4119.89 Dr. from A/C XXXXXXXX and Cr. to MANIPAL HOSPITALS. Ref:174751396707. AvlBal:Rs7698.65.,Health
Rs.2912.7 Dr. from A/C XXXXXXXX and Cr. to MOVIE TICKET. Ref:646591635623. AvlBal:Rs46572.07.,Entertainment
Rs.3233.64 Dr. from A/C XXXXXXXX and Cr. to SUN NXT. Ref:942566630935. AvlBal:Rs1938.42.,Entertainment
Rs.2219.37 Dr. from A/C XXXXXXXX and Cr. to UPI TRANSFER. Ref:542392853292. AvlBal:Rs26372.3.,Other
Rs.576.35 Dr. from A/C XXXXXXXX and Cr. to STAR BAZAAR. Ref:391433777966. AvlBal:Rs20965.19.,Groceries
Rs.4676.62 Dr. from A/C XXXXXXXX and Cr. to VI. Ref:116682797587. AvlBal:Rs2279.95.,Bills & Utilities
Rs.4810.89 Dr. from A/C XXXXXXXX and Cr. to SCHOOL FEES. Ref:963727840961. AvlBal:Rs13483.9.,Education
Rs.1161.11 Dr. from A/C XXXXXXXX and Cr. to 1MG. Ref:267974457730. AvlBal:Rs22325.52.,Health
Rs.1616.31 Dr. from A/C XXXXXXXX and Cr. to RELIANCE SMART. Ref:185174001300. AvlBal:Rs48137.49.,Groceries
Rs.3595.32 Dr. from A/C XXXXXXXX and Cr. to DMART. Ref:361716341282. AvlBal:Rs20908.74.,Groceries
Rs.3864.51 Dr. from A/C XXXXXXXX and Cr. to CAB PAYMENT. Ref:873584951067. AvlBal:Rs11514.32.,Transport
Rs.2290.51 Dr. from A/C XXXXXXXX and Cr. to CAFE. Ref:308829685160. AvlBal:Rs10284.99.,Food & Dining
Rs.1803.51 Dr. from A/C XXXXXXXX and Cr. to INDIAN RAILWAYS. Ref:280465419265. AvlBal:Rs3722.48.,Transport
Rs.3165.18 Dr. from A/C XXXXXXXX and Cr. to POS TRANSPORT. Ref:468428596607. AvlBal:Rs12443.31.,Transport
Rs.1667.47 Dr. from A/C XXXXXXXX and Cr. to HOTEL. Ref:267720315798. AvlBal:Rs1143.62.,Food & Dining
Rs.3007.59 Dr. from A/C XXXXXXXX and Cr. to DISNEY HOTSTAR. Ref:971209688347. AvlBal:Rs18192.74.,Entertainment
Rs.2413.85 Dr. from A/C XXXXXXXX and Cr. to FRIEND TRANSFER. Ref:963223855690. AvlBal:Rs8882.12.,Other
Rs.1603.75 Dr. from A/C XXXXXXXX and Cr. to NILGIRIS. Ref:211396241598. AvlBal:Rs43561.74.,Groceries
Rs.1395.02 Dr. from A/C XXXXXXXX and Cr. to IKEA. Ref:427913477266. AvlBal:Rs11065.11.,Shopping
Rs.1192.64 Dr. from A/C XXXXXXXX and Cr. to STOCK SELL. Ref:672927022833. AvlBal:Rs24060.59.,Investment
Rs.347.9 Dr. from A/C XXXXXXXX and Cr. to UPI CASHBACK. Ref:414566707220. AvlBal:Rs14533.43.,Other
Rs.4226.5 Dr. from A/C XXXXXXXX and Cr. to PIZZA HUT. Ref:671230956416. AvlBal:Rs32709.21.,Food & Dining
Rs.2432.54 Dr. from A/C XXXXXXXX and Cr. to STAR BAZAAR. Ref:863773581651. AvlBal:Rs39157.14.,Groceries
Rs.3125.58 Dr. from A/C XXXXXXXX and Cr. to MORE SUPERMARKET. Ref:362488346207. AvlBal:Rs35755.23.,Groceries
Rs.4209.87 Dr. from A/C XXXXXXXX and Cr. to ONLINE COURSE. Ref:554628315690. AvlBal:Rs1188.84.,Education
Rs.2728.13 Dr. from A/C XXXXXXXX and Cr. to GAS BILL. Ref:805758299781. AvlBal:Rs6745.69.,Bills & Utilities
Rs.803.85 Dr. from A/C XXXXXXXX and Cr. to TATA CLIQ. Ref:373834590583. AvlBal:Rs14764.48.,Shopping
Rs.1211.17 Dr. from A/C XXXXXXXX and Cr. to ANGEL ONE. Ref:875134675389. AvlBal:Rs19998.04.,Investment
Rs.2721.84 Dr. from A/C XXXXXXXX and Cr. to COURSERA. Ref:865480131463. AvlBal:Rs13933.2.,Education
Rs.3360.91 Dr. from A/C XXXXXXXX and Cr. to TUITION FEES. Ref:425885656680. AvlBal:Rs48925.7.,Education
Rs.1260.08 Dr. from A/C XXXXXXXX and Cr. to SPENCERS. Ref:637545645672. AvlBal:Rs22084.57.,Groceries
Rs.2218.76 Dr. from A/C XXXXXXXX and Cr. to TOLL PAYMENT. Ref:210133328823. AvlBal:Rs41352.52.,Transport
Rs.2702.5 Dr. from A/C XXXXXXXX and Cr. to GOVERNMENT HOSPITAL. Ref:740350357089. AvlBal:Rs14023.49.,Health
Rs.2425.07 Dr. from A/C XXXXXXXX and Cr. to ONLINE COURSE. Ref:214119215976. AvlBal:Rs41460.11.,Education
Rs.3580.51 Dr. from A/C XXXXXXXX and Cr. to PVR CINEMAS. Ref:682708325666. AvlBal:Rs16365.56.,Entertainment
Rs.4412.64 Dr. from A/C XXXXXXXX and Cr. to PHARMEASY. Ref:288520913436. AvlBal:Rs7810.82.,Health
Rs.2724.46 Dr. from A/C XXXXXXXX and Cr. to FORTIS. Ref:896304747806. AvlBal:Rs27989.42.,Health
Rs.3381.76 Dr. from A/C XXXXXXXX and Cr. to LOCAL KIRANA STORE. Ref:800498000494. AvlBal:Rs22081.74.,Groceries
Rs.4129.74 Dr. from A/C XXXXXXXX and Cr. to STARBUCKS. Ref:126505512781. AvlBal:Rs18088.5.,Food & Dining
Rs.3676.24 Dr. from A/C XXXXXXXX and Cr. to POS TRANSACTION. Ref:265406664274. AvlBal:Rs27780.65.,Other
Rs.4336.29 Dr. from A/C XXXXXXXX and Cr. to TATA PLAY. Ref:914214887224. AvlBal:Rs24087.99.,Bills & Utilities
Rs.3846.98 Dr. from A/C XXXXXXXX and Cr. to AMAZON. Ref:401662581662. AvlBal:Rs23216.63.,Shopping
Rs.1321.05 Dr. from A/C XXXXXXXX and Cr. to POS TRANSACTION. Ref:456497771136. AvlBal:Rs944.38.,Other
Rs.2100.67 Dr. from A/C XXXXXXXX and Cr. to VOGO. Ref:427813740193. AvlBal:Rs12956.4.,Transport
Rs.1858.76 Dr. from A/C XXXXXXXX and Cr. to LIFESTYLE. Ref:316271221800. AvlBal:Rs24584.12.,Shopping
Rs.1866.28 Dr. from A/C XXXXXXXX and Cr. to CAB PAYMENT. Ref:403421426176. AvlBal:Rs42439.64.,Transport
Rs.3302.58 Dr. from A/C XXXXXXXX and Cr. to FIRSTCRY. Ref:392922413725. AvlBal:Rs35215.74.,Shopping
Rs.1458.71 Dr. from A/C XXXXXXXX and Cr. to UPSTOX. Ref:941656083508. AvlBal:Rs18848.01.,Investment
Rs.1309.91 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:277660790361. AvlBal:Rs40555.71.,Entertainment
Rs.473.42 Dr. from A/C XXXXXXXX and Cr. to KUVERA. Ref:973691103722. AvlBal:Rs4035.54.,Investment
Rs.1918.52 Dr. from A/C XXXXXXXX and Cr. to TOLL PLAZA. Ref:635078040372. AvlBal:Rs15167.41.,Transport
Rs.1489.93 Dr. from A/C XXXXXXXX and Cr. to INDANE. Ref:793709345063. AvlBal:Rs21034.63.,Bills & Utilities
Rs.947.07 Dr. from A/C XXXXXXXX and Cr. to COLLEGE FEES. Ref:765266838787. AvlBal:Rs8419.97.,Education
Rs.3869.59 Dr. from A/C XXXXXXXX and Cr. to COURSE FEE. Ref:903781922591. AvlBal:Rs2666.39.,Education
Rs.2756.62 Dr. from A/C XXXXXXXX and Cr. to WESTSIDE. Ref:446579360657. AvlBal:Rs10116.14.,Shopping
Rs.4155.48 Dr. from A/C XXXXXXXX and Cr. to MORE SUPERMARKET. Ref:666833066371. AvlBal:Rs24148.58.,Groceries
Rs.595.55 Dr. from A/C XXXXXXXX and Cr. to FAASOS. Ref:776119085251. AvlBal:Rs20368.59.,Food & Dining
Rs.4233.44 Dr. from A/C XXXXXXXX and Cr. to REFUND. Ref:406684480547. AvlBal:Rs45912.28.,Other
Rs.4297.31 Dr. from A/C XXXXXXXX and Cr. to HATHWAY. Ref:495250988981. AvlBal:Rs40370.93.,Bills & Utilities
Rs.562.06 Dr. from A/C XXXXXXXX and Cr. to NAYARA ENERGY. Ref:553431299208. AvlBal:Rs11011.94.,Transport
Rs.4902.86 Dr. from A/C XXXXXXXX and Cr. to ONLINE SHOPPING. Ref:326313855224. AvlBal:Rs1660.23.,Shopping
Rs.669.29 Dr. from A/C XXXXXXXX and Cr. to AIRTEL. Ref:477070976411. AvlBal:Rs6147.67.,Bills & Utilities
Rs.1596.52 Dr. from A/C XXXXXXXX and Cr. to ELECTRICITY BILL. Ref:503554556966. AvlBal:Rs27696.82.,Bills & Utilities
Rs.4246.88 Dr. from A/C XXXXXXXX and Cr. to PARKING CHARGES. Ref:330237316543. AvlBal:Rs24395.29.,Transport
Rs.821.22 Dr. from A/C XXXXXXXX and Cr. to FAMILY TRANSFER. Ref:454407191287. AvlBal:Rs43534.37.,Other
Rs.866.44 Dr. from A/C XXXXXXXX and Cr. to NETFLIX. Ref:853309797151. AvlBal:Rs39851.37.,Entertainment
Rs.845.59 Dr. from A/C XXXXXXXX and Cr. to UNKNOWN MERCHANT. Ref:105828167266. AvlBal:Rs46961.05.,Other
Rs.1546.51 Dr. from A/C XXXXXXXX and Cr. to MOBILE RECHARGE. Ref:854163147495. AvlBal:Rs9544.38.,Bills & Utilities
Rs.3503.58 Dr. from A/C XXXXXXXX and Cr. to MEDPLUS. Ref:568158294656. AvlBal:Rs49824.82.,Health
Rs.1423.34 Dr. from A/C XXXXXXXX and Cr. to SUPERMARKET. Ref:154427372377. AvlBal:Rs12426.75.,Groceries
Rs.4489.53 Dr. from A/C XXXXXXXX and Cr. to POS TRANSACTION. Ref:979016442671. AvlBal:Rs18716.18.,Other
Rs.2539.92 Dr. from A/C XXXXXXXX and Cr. to SUN NXT. Ref:479241161178. AvlBal:Rs37669.31.,Entertainment
Rs.707.76 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:402162435969. AvlBal:Rs27866.14.,Investment
Rs.3538.77 Dr. from A/C XXXXXXXX and Cr. to BLOOD TEST. Ref:711266721763. AvlBal:Rs1577.46.,Health
Rs.751.86 Dr. from A/C XXXXXXXX and Cr. to SWIGGY INSTAMART. Ref:969438304371. AvlBal:Rs43372.32.,Food & Dining
Rs.2568.76 Dr. from A/C XXXXXXXX and Cr. to MANIPAL HOSPITALS. Ref:654927166468. AvlBal:Rs40159.38.,Health
Rs.2099.47 Dr. from A/C XXXXXXXX and Cr. to TUITION FEES. Ref:123985696134. AvlBal:Rs11484.83.,Education
Rs.2486.32 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:161515570947. AvlBal:Rs6452.69.,Investment
Rs.3964.5 Dr. from A/C XXXXXXXX and Cr. to ONLINE TRANSFER. Ref:862194207650. AvlBal:Rs590.77.,Other
Rs.1977.75 Dr. from A/C XXXXXXXX and Cr. to DIAGNOSTIC LAB. Ref:820822957106. AvlBal:Rs31303.51.,Health
Rs.4000.95 Dr. from A/C XXXXXXXX and Cr. to PRACTO. Ref:516272729636. AvlBal:Rs16864.45.,Health
Rs.1002.47 Dr. from A/C XXXXXXXX and Cr. to BOUNCE. Ref:846773524643. AvlBal:Rs2216.36.,Transport
Rs.3736.93 Dr. from A/C XXXXXXXX and Cr. to WATER BOARD. Ref:450705166556. AvlBal:Rs36596.11.,Bills & Utilities
Rs.288.94 Dr. from A/C XXXXXXXX and Cr. to MEESHO. Ref:322361962526. AvlBal:Rs16293.58.,Shopping
Rs.1238.19 Dr. from A/C XXXXXXXX and Cr. to INVESTMENT. Ref:360298086506. AvlBal:Rs40817.68.,Investment
Rs.2739.38 Dr. from A/C XXXXXXXX and Cr. to STREAMING. Ref:285267424866. AvlBal:Rs16259.17.,Entertainment
Rs.4605.82 Dr. from A/C XXXXXXXX and Cr. to BEHROUZ BIRYANI. Ref:926972284484. AvlBal:Rs16531.44.,Food & Dining
Rs.4726.01 Dr. from A/C XXXXXXXX and Cr. to ONLINE SHOPPING. Ref:392837028501. AvlBal:Rs18751.57.,Shopping
Rs.1919.48 Dr. from A/C XXXXXXXX and Cr. to CASH WITHDRAWAL. Ref:638535442580. AvlBal:Rs24208.6.,Other
Rs.3428.5 Dr. from A/C XXXXXXXX and Cr. to ATM WITHDRAWAL. Ref:325419432301. AvlBal:Rs5117.17.,Other
Rs.1466.28 Dr. from A/C XXXXXXXX and Cr. to RELIANCE SMART. Ref:465047669372. AvlBal:Rs9398.61.,Groceries
Rs.3808.39 Dr. from A/C XXXXXXXX and Cr. to BLOOD TEST. Ref:936187716214. AvlBal:Rs497.24.,Health
Rs.3018.09 Dr. from A/C XXXXXXXX and Cr. to TATA CLIQ. Ref:529150519357. AvlBal:Rs45399.21.,Shopping
Rs.4252.83 Dr. from A/C XXXXXXXX and Cr. to FAMILY TRANSFER. Ref:247779169260. AvlBal:Rs1264.67.,Other
Rs.1577.82 Dr. from A/C XXXXXXXX and Cr. to CLINIC VISIT. Ref:472055027628. AvlBal:Rs26443.1.,Health
Rs.160.15 Dr. from A/C XXXXXXXX and Cr. to FASTAG. Ref:904338938500. AvlBal:Rs42166.81.,Transport
Rs.3439.38 Dr. from A/C XXXXXXXX and Cr. to INVESTMENT. Ref:657785831613. AvlBal:Rs47535.31.,Investment
Rs.1817.68 Dr. from A/C XXXXXXXX and Cr. to RETAIL SHOP. Ref:508019490190. AvlBal:Rs39774.94.,Shopping
Rs.1947.81 Dr. from A/C XXXXXXXX and Cr. to COURSERA. Ref:303409252931. AvlBal:Rs29383.26.,Education
Rs.878.17 Dr. from A/C XXXXXXXX and Cr. to RETAIL SHOP. Ref:496302372505. AvlBal:Rs44446.75.,Shopping
Rs.392.29 Dr. from A/C XXXXXXXX and Cr. to MUTUAL FUND SIP. Ref:704060313339. AvlBal:Rs33792.94.,Investment
Rs.836.68 Dr. from A/C XXXXXXXX and Cr. to VI. Ref:924998680258. AvlBal:Rs15232.48.,Bills & Utilities
Rs.4549.87 Dr. from A/C XXXXXXXX and Cr. to DIAGNOSTIC LAB. Ref:782168837484. AvlBal:Rs32452.11.,Health
Rs.1497.16 Dr. from A/C XXXXXXXX and Cr. to MEDICAL STORE. Ref:733159299878. AvlBal:Rs2082.53.,Health
Rs.419.34 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:873063830370. AvlBal:Rs9459.61.,Other
Rs.4465.39 Dr. from A/C XXXXXXXX and Cr. to PHARMEASY. Ref:968141603485. AvlBal:Rs35565.66.,Health
Rs.920.93 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET DAILY. Ref:746070468389. AvlBal:Rs47639.3.,Groceries
Rs.29.95 Dr. from A/C XXXXXXXX and Cr. to POS TRANSACTION. Ref:707133500676. AvlBal:Rs12986.08.,Other
Rs.781.16 Dr. from A/C XXXXXXXX and Cr. to BEHROUZ BIRYANI. Ref:490817886755. AvlBal:Rs7265.54.,Food & Dining
Rs.1389.91 Dr. from A/C XXXXXXXX and Cr. to NHAI FASTAG. Ref:161188608853. AvlBal:Rs49281.46.,Transport
Rs.3359.37 Dr. from A/C XXXXXXXX and Cr. to AIRTEL. Ref:505025621631. AvlBal:Rs8954.15.,Bills & Utilities
Rs.4311.09 Dr. from A/C XXXXXXXX and Cr. to CLINIC VISIT. Ref:121773193803. AvlBal:Rs32960.49.,Health
Rs.2959.04 Dr. from A/C XXXXXXXX and Cr. to UPI TRANSFER. Ref:420083176748. AvlBal:Rs4062.34.,Other
Rs.274.84 Dr. from A/C XXXXXXXX and Cr. to DOMINOS. Ref:638883475040. AvlBal:Rs9806.25.,Food & Dining
Rs.1824.9 Dr. from A/C XXXXXXXX and Cr. to PVR CINEMAS. Ref:460454047080. AvlBal:Rs12196.81.,Entertainment
Rs.2862.52 Dr. from A/C XXXXXXXX and Cr. to LAB TEST. Ref:109304384210. AvlBal:Rs29207.58.,Health
Rs.28.25 Dr. from A/C XXXXXXXX and Cr. to MERCHANT STORE. Ref:839895126993. AvlBal:Rs12093.84.,Shopping
Rs.1424.48 Dr. from A/C XXXXXXXX and Cr. to YULU. Ref:491066367535. AvlBal:Rs34275.45.,Transport
Rs.3439.55 Dr. from A/C XXXXXXXX and Cr. to FASTAG. Ref:346425934018. AvlBal:Rs28070.1.,Transport
Rs.585.14 Dr. from A/C XXXXXXXX and Cr. to EDX. Ref:668483224610. AvlBal:Rs21265.58.,Education
Rs.3094.63 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET. Ref:133552071095. AvlBal:Rs22556.04.,Groceries
Rs.868.56 Dr. from A/C XXXXXXXX and Cr. to TATA CLIQ. Ref:428648619554. AvlBal:Rs17346.99.,Shopping
Rs.3665.21 Dr. from A/C XXXXXXXX and Cr. to HP GAS. Ref:888704922119. AvlBal:Rs22871.81.,Bills & Utilities
Rs.3465.53 Dr. from A/C XXXXXXXX and Cr. to HERITAGE FRESH. Ref:971319404383. AvlBal:Rs20346.28.,Groceries
Rs.4277.29 Dr. from A/C XXXXXXXX and Cr. to SPENCERS. Ref:734580481509. AvlBal:Rs7895.5.,Groceries
Rs.1525.84 Dr. from A/C XXXXXXXX and Cr. to SNAPDEAL. Ref:667686735570. AvlBal:Rs34727.22.,Shopping
Rs.4499.42 Dr. from A/C XXXXXXXX and Cr. to FASTAG. Ref:181520301219. AvlBal:Rs39581.19.,Transport
Rs.4100.5 Dr. from A/C XXXXXXXX and Cr. to BSNL. Ref:626111562140. AvlBal:Rs28412.65.,Bills & Utilities
Rs.3617.62 Dr. from A/C XXXXXXXX and Cr. to PIZZA HUT. Ref:114822127707. AvlBal:Rs5657.12.,Food & Dining
Rs.1858.41 Dr. from A/C XXXXXXXX and Cr. to APOLLO HOSPITALS. Ref:919485659193. AvlBal:Rs13180.83.,Health
Rs.4280.41 Dr. from A/C XXXXXXXX and Cr. to MEAL PAYMENT. Ref:619638056047. AvlBal:Rs14176.23.,Food & Dining
Rs.2596.74 Dr. from A/C XXXXXXXX and Cr. to RELIANCE TRENDS. Ref:551849514712. AvlBal:Rs2728.37.,Shopping
Rs.486.2 Dr. from A/C XXXXXXXX and Cr. to HERITAGE FRESH. Ref:102742812158. AvlBal:Rs21210.26.,Groceries
Rs.4836.63 Dr. from A/C XXXXXXXX and Cr. to APOLLO HOSPITALS. Ref:111925514283. AvlBal:Rs22349.52.,Health
Rs.1713.73 Dr. from A/C XXXXXXXX and Cr. to GROCERY STORE. Ref:221677122247. AvlBal:Rs12383.19.,Groceries
Rs.1550.66 Dr. from A/C XXXXXXXX and Cr. to UPI TRANSFER. Ref:970068993378. AvlBal:Rs49557.49.,Other
Rs.3181.04 Dr. from A/C XXXXXXXX and Cr. to MUTUAL FUND SIP. Ref:965366917596. AvlBal:Rs13524.29.,Investment
Rs.2004.42 Dr. from A/C XXXXXXXX and Cr. to CAB PAYMENT. Ref:502643828406. AvlBal:Rs14617.01.,Transport
Rs.665.95 Dr. from A/C XXXXXXXX and Cr. to DOCTOR CONSULT. Ref:420466793907. AvlBal:Rs21489.41.,Health
Rs.3095.73 Dr. from A/C XXXXXXXX and Cr. to SWIGGY. Ref:152340770345. AvlBal:Rs47202.98.,Food & Dining
Rs.44.24 Dr. from A/C XXXXXXXX and Cr. to RELIANCE DIGITAL. Ref:641275829571. AvlBal:Rs25662.78.,Shopping
Rs.2775.39 Dr. from A/C XXXXXXXX and Cr. to PAYTM MONEY. Ref:339834247071. AvlBal:Rs32011.21.,Investment
Rs.4091.75 Dr. from A/C XXXXXXXX and Cr. to ZEE5. Ref:540108273671. AvlBal:Rs12261.97.,Entertainment
Rs.4946.02 Dr. from A/C XXXXXXXX and Cr. to SUN NXT. Ref:583920648213. AvlBal:Rs49355.18.,Entertainment
Rs.1062.05 Dr. from A/C XXXXXXXX and Cr. to PAYMENT. Ref:649034189583. AvlBal:Rs28851.69.,Other
Rs.4109.98 Dr. from A/C XXXXXXXX and Cr. to AIRTEL. Ref:605619626772. AvlBal:Rs30846.66.,Bills & Utilities
Rs.4368.87 Dr. from A/C XXXXXXXX and Cr. to FASTAG. Ref:721780420295. AvlBal:Rs33538.3.,Transport
Rs.2458.16 Dr. from A/C XXXXXXXX and Cr. to ATM WITHDRAWAL. Ref:893338829350. AvlBal:Rs27446.42.,Other
Rs.860.67 Dr. from A/C XXXXXXXX and Cr. to ZEE5. Ref:168074603283. AvlBal:Rs37836.77.,Entertainment
Rs.4286.04 Dr. from A/C XXXXXXXX and Cr. to PVR CINEMAS. Ref:472202372553. AvlBal:Rs48421.8.,Entertainment
Rs.1045.23 Dr. from A/C XXXXXXXX and Cr. to JIOMART. Ref:810486074256. AvlBal:Rs11317.11.,Groceries
Rs.920.4 Dr. from A/C XXXXXXXX and Cr. to DMART. Ref:326861412993. AvlBal:Rs23646.1.,Groceries
Rs.3654.61 Dr. from A/C XXXXXXXX and Cr. to UPI TRANSFER. Ref:303516233690. AvlBal:Rs40543.94.,Other
Rs.3318.56 Dr. from A/C XXXXXXXX and Cr. to SUPERMARKET. Ref:348146940363. AvlBal:Rs15413.33.,Groceries
Rs.644.57 Dr. from A/C XXXXXXXX and Cr. to SPAR. Ref:778170199368. AvlBal:Rs17144.48.,Groceries
Rs.1527.78 Dr. from A/C XXXXXXXX and Cr. to CROMA. Ref:765584169381. AvlBal:Rs7929.86.,Shopping
Rs.1832.77 Dr. from A/C XXXXXXXX and Cr. to DIAGNOSTIC LAB. Ref:128966981316. AvlBal:Rs47085.75.,Health
Rs.1713.25 Dr. from A/C XXXXXXXX and Cr. to ANGEL ONE. Ref:900371082804. AvlBal:Rs6654.47.,Investment
Rs.4064.68 Dr. from A/C XXXXXXXX and Cr. to TATA CLIQ. Ref:782752185660. AvlBal:Rs21108.7.,Shopping
Rs.2436.62 Dr. from A/C XXXXXXXX and Cr. to FINANCIAL INVESTMENT. Ref:888874974069. AvlBal:Rs4068.15.,Investment
Rs.1563.08 Dr. from A/C XXXXXXXX and Cr. to FIRSTCRY. Ref:394842925773. AvlBal:Rs47674.61.,Shopping
Rs.3074.08 Dr. from A/C XXXXXXXX and Cr. to SCHOOL FEES. Ref:623019827634. AvlBal:Rs9529.13.,Education
Rs.3039.71 Dr. from A/C XXXXXXXX and Cr. to MEAL PAYMENT. Ref:943501038119. AvlBal:Rs27815.79.,Food & Dining
Rs.366.27 Dr. from A/C XXXXXXXX and Cr. to FORTIS. Ref:691744190317. AvlBal:Rs45762.36.,Health
Rs.2109.66 Dr. from A/C XXXXXXXX and Cr. to MISC. Ref:307582850955. AvlBal:Rs45979.01.,Other
Rs.1552.77 Dr. from A/C XXXXXXXX and Cr. to SWIGGY INSTAMART. Ref:523448578673. AvlBal:Rs45327.55.,Food & Dining
Rs.1757.42 Dr. from A/C XXXXXXXX and Cr. to STOCK MARKET. Ref:505253130830. AvlBal:Rs32753.92.,Investment
Rs.1343.85 Dr. from A/C XXXXXXXX and Cr. to SPAR. Ref:449303296965. AvlBal:Rs22039.53.,Groceries
Rs.471.2 Dr. from A/C XXXXXXXX and Cr. to SPENCERS. Ref:701501657018. AvlBal:Rs25726.44.,Groceries
Rs.3542.35 Dr. from A/C XXXXXXXX and Cr. to POS GROCERY. Ref:952341133651. AvlBal:Rs40130.4.,Groceries
Rs.1088.83 Dr. from A/C XXXXXXXX and Cr. to ENTERTAINMENT. Ref:990983302885. AvlBal:Rs34893.36.,Entertainment
Rs.3122.7 Dr. from A/C XXXXXXXX and Cr. to LEARNING PLATFORM. Ref:723990629103. AvlBal:Rs41012.02.,Education
Rs.749.58 Dr. from A/C XXXXXXXX and Cr. to BESCOM. Ref:579660339249. AvlBal:Rs48274.34.,Bills & Utilities
Rs.3484.73 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:747321467871. AvlBal:Rs40270.48.,Investment
Rs.4678.95 Dr. from A/C XXXXXXXX and Cr. to MISC. Ref:110357491752. AvlBal:Rs36558.61.,Other
Rs.499.35 Dr. from A/C XXXXXXXX and Cr. to DOMINOS. Ref:964127081165. AvlBal:Rs8686.33.,Food & Dining
Rs.1774.69 Dr. from A/C XXXXXXXX and Cr. to SHELL. Ref:474741026601. AvlBal:Rs4067.33.,Transport
Rs.427.67 Dr. from A/C XXXXXXXX and Cr. to COIN BY ZERODHA. Ref:899406563724. AvlBal:Rs25935.26.,Investment
Rs.2833.4 Dr. from A/C XXXXXXXX and Cr. to MEDPLUS. Ref:740410558185. AvlBal:Rs5513.45.,Health
Rs.3542.39 Dr. from A/C XXXXXXXX and Cr. to ACT FIBERNET. Ref:120560572637. AvlBal:Rs41621.69.,Bills & Utilities
Rs.2743.11 Dr. from A/C XXXXXXXX and Cr. to METRO. Ref:289544343106. AvlBal:Rs32267.7.,Transport
Rs.2133.46 Dr. from A/C XXXXXXXX and Cr. to SARAVANA BHAVAN. Ref:915708433932. AvlBal:Rs8195.98.,Food & Dining
Rs.2523.52 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:697439501125. AvlBal:Rs21842.5.,Investment
Rs.4084.4 Dr. from A/C XXXXXXXX and Cr. to GAANA. Ref:816473091692. AvlBal:Rs49819.37.,Entertainment
Rs.3044.27 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:961648776061. AvlBal:Rs20351.18.,Other
